Source File;Source Tab;NWB;GPTS tribe name (Initiative name);Team (if applicable);Product/Application (agile products only);Reference Period;Contact Person;Comment;Customer facing Y/N;Deployment Frequency [# per quarter];Cycle Time [days];Change Failure Rate [%];Failed Deployments [#];MTTR [days];CICD Pipeline [%];Test Automation [%];DevOps Score;Quarter;Year
NWU5_Q4_2024.xlsx;Deployment Frequency;NWU5;Digital Banking;Team Mu;Online Banking Portal;Q4 2024;John Doe;;;16;NaN;0;0;0;0;0;100;;
NWU5_Q4_2024.xlsx;Deployment Frequency;NWU5;Payments;Team Nu;Business Banking;Q4 2024;John Doe;;;12;0;23.53;4;0;0;33;0;;
NWU5_Q4_2024.xlsx;Cycle Time for Changes;NWU5;Customer Experience;Team Lambda;Card Services;Q4 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU5_Q4_2024.xlsx;Change Failure Rate;NWU5;Lending;Team Mu;Account Management;Q4 2024;John Doe;;;0;0;0;0;3.84;0;0;0;;
NWU5_Q4_2024.xlsx;Change Failure Rate;NWU5;Lending;Team Nu;Wealth Management;Q4 2024;John Doe;;;0;0;25;2;0;0;0;100;;
NWU5_Q4_2024.xlsx;Mean Time to Repair;NWU5;Core Banking;Team Lambda;ATM Services;Q4 2024;John Doe;;;0;0;0;0;0.39;0;0;0;;
NWU5_Q4_2024.xlsx;Mean Time to Repair;NWU5;Core Banking;Team Nu;Loan Processing System;Q4 2024;John Doe;;;0;0;0;0;0.72;100;13;0;;
NWU5_Q4_2024.xlsx;CICD Pipeline;NWU5;Core Banking;Team Lambda;Payment Gateway;Q4 2024;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q4_2024.xlsx;CICD Pipeline;NWU5;Customer Experience;Team Nu;Mobile Banking App;Q4 2024;John Doe;;;0;0;0;0;0;0;61;0;;
Q4 2024 Engineering KPI TEST.xlsx;Deployment Frequency;NWU1;Tribe1;Lending PI stream;Automatic Payment;1.10.2024-31.12.2024;John Doe;;;1;22;4.55;1;4;100;70;100;Q4;2024
Q4 2024 Engineering KPI TEST.xlsx;Deployment Frequency;NWU1;Tribe2;Core;Core;1.10.2024-31.12.2024;John Doe;;;2;11;27.27;3;1;0;100;100;Q4;2024
